step,y,x,action,next_y,next_x,reward,done
0,4,0,0,3,0,0,False
1,3,0,0,2,0,0,False
2,2,0,2,2,0,0,False
3,2,0,1,3,0,0,False
4,3,0,1,4,0,0,False
5,4,0,2,4,0,0,False
6,4,0,2,4,0,0,False
7,4,0,1,4,0,0,False
8,4,0,2,4,0,0,False
9,4,0,3,4,1,0,False
10,4,1,2,4,0,0,False
11,4,0,2,4,0,0,False
12,4,0,0,3,0,0,False
13,3,0,0,2,0,0,False
14,2,0,1,3,0,0,False
15,3,0,2,3,0,0,False
16,3,0,2,3,0,0,False
17,3,0,2,3,0,0,False
18,3,0,3,3,1,0,False
19,3,1,1,4,1,0,False
20,4,1,2,4,0,0,False
21,4,0,0,3,0,0,False
22,3,0,0,2,0,0,False
23,2,0,1,3,0,0,False
24,3,0,2,3,0,0,False
25,3,0,1,4,0,0,False
26,4,0,2,4,0,0,False
27,4,0,0,3,0,0,False
28,3,0,0,2,0,0,False
29,2,0,2,2,0,0,False
30,2,0,2,2,0,0,False
31,2,0,2,2,0,0,False
32,2,0,0,1,0,0,False
33,1,0,3,1,1,0,False
34,1,1,2,1,0,0,False
35,1,0,2,1,0,0,False
36,1,0,2,1,0,0,False
37,1,0,1,2,0,0,False
38,2,0,2,2,0,0,False
39,2,0,0,1,0,0,False
40,1,0,0,0,0,0,False
41,0,0,2,0,0,0,False
42,0,0,0,0,0,0,False
43,0,0,2,0,0,0,False
44,0,0,3,0,1,0,False
45,0,1,2,0,0,0,False
46,0,0,2,0,0,0,False
47,0,0,0,0,0,0,False
48,0,0,3,0,1,0,False
49,0,1,3,0,1,0,False
50,0,1,2,0,0,0,False
51,0,0,3,0,1,0,False
52,0,1,3,0,1,0,False
53,0,1,3,0,1,0,False
54,0,1,3,0,1,0,False
55,0,1,1,1,1,0,False
56,1,1,3,1,1,0,False
57,1,1,2,1,0,0,False
58,1,0,1,2,0,0,False
59,2,0,0,1,0,0,False
60,1,0,0,0,0,0,False
61,0,0,0,0,0,0,False
62,0,0,2,0,0,0,False
63,0,0,2,0,0,0,False
64,0,0,1,1,0,0,False
65,1,0,0,0,0,0,False
66,0,0,0,0,0,0,False
67,0,0,3,0,1,0,False
68,0,1,0,0,1,0,False
69,0,1,1,1,1,0,False
70,1,1,1,2,1,0,False
71,2,1,0,1,1,0,False
72,1,1,1,2,1,0,False
73,2,1,0,1,1,0,False
74,1,1,0,0,1,0,False
75,0,1,3,0,1,0,False
76,0,1,0,0,1,0,False
77,0,1,2,0,0,0,False
78,0,0,1,1,0,0,False
79,1,0,3,1,1,0,False
80,1,1,0,0,1,0,False
81,0,1,1,1,1,0,False
82,1,1,2,1,0,0,False
83,1,0,1,2,0,0,False
84,2,0,1,3,0,0,False
85,3,0,3,3,1,0,False
86,3,1,2,3,0,0,False
87,3,0,2,3,0,0,False
88,3,0,2,3,0,0,False
89,3,0,2,3,0,0,False
90,3,0,0,2,0,0,False
91,2,0,0,1,0,0,False
92,1,0,1,2,0,0,False
93,2,0,2,2,0,0,False
94,2,0,1,3,0,0,False
95,3,0,1,4,0,0,False
96,4,0,2,4,0,0,False
97,4,0,2,4,0,0,False
98,4,0,2,4,0,0,False
99,4,0,0,3,0,0,False
100,3,0,3,3,1,0,False
101,3,1,3,3,1,0,False
102,3,1,0,2,1,0,False
103,2,1,0,1,1,0,False
104,1,1,2,1,0,0,False
105,1,0,2,1,0,0,False
106,1,0,3,1,1,0,False
107,1,1,2,1,0,0,False
108,1,0,3,1,1,0,False
109,1,1,1,2,1,0,False
110,2,1,2,2,0,0,False
111,2,0,1,3,0,0,False
112,3,0,2,3,0,0,False
113,3,0,1,4,0,0,False
114,4,0,3,4,1,0,False
115,4,1,0,3,1,0,False
116,3,1,0,2,1,0,False
117,2,1,0,1,1,0,False
118,1,1,1,2,1,0,False
119,2,1,2,2,0,0,False
120,2,0,0,1,0,0,False
121,1,0,2,1,0,0,False
122,1,0,1,2,0,0,False
123,2,0,3,2,1,0,False
124,2,1,0,1,1,0,False
125,1,1,1,2,1,0,False
126,2,1,2,2,0,0,False
127,2,0,0,1,0,0,False
128,1,0,3,1,1,0,False
129,1,1,2,1,0,0,False
130,1,0,0,0,0,0,False
131,0,0,3,0,1,0,False
132,0,1,0,0,1,0,False
133,0,1,3,0,1,0,False
134,0,1,2,0,0,0,False
135,0,0,2,0,0,0,False
136,0,0,2,0,0,0,False
137,0,0,2,0,0,0,False
138,0,0,0,0,0,0,False
139,0,0,1,1,0,0,False
140,1,0,2,1,0,0,False
141,1,0,3,1,1,0,False
142,1,1,1,2,1,0,False
143,2,1,1,3,1,0,False
144,3,1,3,3,1,0,False
145,3,1,0,2,1,0,False
146,2,1,3,2,2,0,False
147,2,2,2,2,1,0,False
148,2,1,1,3,1,0,False
149,3,1,3,3,1,0,False
150,3,1,0,2,1,0,False
151,2,1,3,2,2,0,False
152,2,2,1,2,2,0,False
153,2,2,0,2,2,0,False
154,2,2,0,2,2,0,False
155,2,2,1,2,2,0,False
156,2,2,3,2,3,0,False
157,2,3,3,2,4,0,False
158,2,4,2,2,3,0,False
159,2,3,2,2,2,0,False
160,2,2,0,2,2,0,False
161,2,2,0,2,2,0,False
162,2,2,1,2,2,0,False
163,2,2,3,2,3,0,False
164,2,3,1,3,3,0,False
165,3,3,3,3,4,0,False
166,3,4,3,3,4,0,False
167,3,4,3,3,4,0,False
168,3,4,3,3,4,0,False
169,3,4,3,3,4,0,False
170,3,4,2,3,3,0,False
171,3,3,0,2,3,0,False
172,2,3,3,2,4,0,False
173,2,4,2,2,3,0,False
174,2,3,2,2,2,0,False
175,2,2,3,2,3,0,False
176,2,3,3,2,4,0,False
177,2,4,2,2,3,0,False
178,2,3,2,2,2,0,False
179,2,2,2,2,1,0,False
180,2,1,0,1,1,0,False
181,1,1,0,0,1,0,False
182,0,1,2,0,0,0,False
183,0,0,0,0,0,0,False
184,0,0,3,0,1,0,False
185,0,1,1,1,1,0,False
186,1,1,3,1,1,0,False
187,1,1,1,2,1,0,False
188,2,1,3,2,2,0,False
189,2,2,2,2,1,0,False
190,2,1,2,2,0,0,False
191,2,0,1,3,0,0,False
192,3,0,2,3,0,0,False
193,3,0,1,4,0,0,False
194,4,0,0,3,0,0,False
195,3,0,3,3,1,0,False
196,3,1,3,3,1,0,False
197,3,1,0,2,1,0,False
198,2,1,0,1,1,0,False
199,1,1,2,1,0,0,False
200,1,0,1,2,0,0,False
201,2,0,3,2,1,0,False
202,2,1,3,2,2,0,False
203,2,2,2,2,1,0,False
204,2,1,3,2,2,0,False
205,2,2,1,2,2,0,False
206,2,2,1,2,2,0,False
207,2,2,3,2,3,0,False
208,2,3,0,1,3,0,False
209,1,3,3,1,4,0,False
210,1,4,1,2,4,0,False
211,2,4,2,2,3,0,False
212,2,3,2,2,2,0,False
213,2,2,2,2,1,0,False
214,2,1,3,2,2,0,False
215,2,2,0,2,2,0,False
216,2,2,3,2,3,0,False
217,2,3,3,2,4,0,False
218,2,4,0,1,4,0,False
219,1,4,1,2,4,0,False
220,2,4,0,1,4,0,False
221,1,4,2,1,3,0,False
222,1,3,0,0,3,0,False
223,0,3,0,0,3,0,False
224,0,3,3,0,4,1,True
